"","pert_iname","mean","n","median","sd","sRGES"
"312","BRD-K06432680",-0.456848354836831,1,-0.456848354836831,NA,-0.456848354836831
"313","BRD-K66740714",-0.456455650364503,1,-0.456455650364503,NA,-0.456455650364503
"314","BRD-K92137277",-0.456285234549915,1,-0.456285234549915,NA,-0.456285234549915
"315","BRD-K06956443",-0.455262739662389,1,-0.455262739662389,NA,-0.455262739662389
"316","dihydroptaeroxylin",-0.454498977505112,1,-0.454498977505112,NA,-0.454498977505112
"317","BRD-K77540020",-0.454069828960276,1,-0.454069828960276,NA,-0.454069828960276
"318","BRD-K43467947",-0.453124336308713,1,-0.453124336308713,NA,-0.453124336308713
"319","SD-8-005",-0.453099206915904,1,-0.453099206915904,NA,-0.453099206915904
"320","BRD-K99452176",-0.452706502443575,1,-0.452706502443575,NA,-0.452706502443575
"321","BRD-K01572707",-0.452442673050363,1,-0.452442673050363,NA,-0.452442673050363
"322","BRD-K50907285",-0.452283571915474,1,-0.452283571915474,NA,-0.452283571915474
"323","BRD-K32516224",-0.451513591741462,1,-0.451513591741462,NA,-0.451513591741462
"324","BRD-K60994540",-0.451172760112287,1,-0.451172760112287,NA,-0.451172760112287
"325","BRD-K99809487",-0.4510023442977,1,-0.4510023442977,NA,-0.4510023442977
"326","BRD-K51846078",-0.450908930719075,1,-0.450908930719075,NA,-0.450908930719075
"327","BRD-K05500678",-0.450491096853937,1,-0.450491096853937,NA,-0.450491096853937
"328","BRD-K50981189",-0.450397683275312,1,-0.450397683275312,NA,-0.450397683275312
"329","BRD-K56269643",-0.449964736382287,2,-0.449964736382287,0.659052181968941,-0.449964736382287
"330","KU-C103656",-0.449879528474994,2,-0.449879528474994,0.0443705713976089,-0.449879528474994
"331","mupirocin",-0.4497943205677,2,-0.4497943205677,0.162824212485948,-0.4497943205677
"332","phthalylsulfathiazole",-0.449690890624152,1,-0.449690890624152,NA,-0.449690890624152
"333","BRD-K07493900",-0.449639017780999,1,-0.449639017780999,NA,-0.449639017780999
"334","BRD-A30856524",-0.449216087252897,1,-0.449216087252897,NA,-0.449216087252897
"335","BRD-K41540007",-0.448957354522648,1,-0.448957354522648,NA,-0.448957354522648
"336","BRD-K49005570",-0.448446107078886,1,-0.448446107078886,NA,-0.448446107078886
"337","BRD-K28073457",-0.448275691264298,1,-0.448275691264298,NA,-0.448275691264298
"338","phenacetin",-0.448226101588562,6,-0.511825677077584,0.227519316460014,-0.448226101588562
"339","BRD-K43025837",-0.447764443820535,1,-0.447764443820535,NA,-0.447764443820535
"340","BRD-K51626376",-0.447749330792649,2,-0.447749330792649,0.077939139390453,-0.447749330792649
"341","BRD-K95118263",-0.447305069219926,2,-0.447305069219926,0.480803690684104,-0.447305069219926
"342","BRD-K04046003",-0.446401117303834,1,-0.446401117303834,NA,-0.446401117303834
"343","diphenidol",-0.445990403495146,5,-0.508313930842284,0.131003159152825,-0.445990403495146
"344","tyrphostin-AG-1288",-0.445953890727394,6,-0.569085390779015,0.281260538198128,-0.445953890727394
"345","methyllycaconitine",-0.445941742703225,1,-0.445941742703225,NA,-0.445941742703225
"346","cromoglicic-acid",-0.445771326888638,1,-0.445771326888638,NA,-0.445771326888638
"347","cefaclor",-0.445568401850859,3,-0.484151329243354,0.117268567506736,-0.445568401850859
"348","BRD-K25876174",-0.445296523517382,1,-0.445296523517382,NA,-0.445296523517382
"349","MDL-11939",-0.445031788777374,4,-0.509865895209826,0.266728886347054,-0.445031788777374
"350","BRD-K92958239",-0.444867374972546,1,-0.444867374972546,NA,-0.444867374972546
"351","BRD-K37477851",-0.444748832001112,1,-0.444748832001112,NA,-0.444748832001112
"352","BRD-K77901830",-0.443844880085021,1,-0.443844880085021,NA,-0.443844880085021
"353","BRD-K05593511",-0.443016808806787,7,-0.387318702485093,0.255281420620924,-0.443016808806787
"354","BRD-K48058738",-0.442822385197495,1,-0.442822385197495,NA,-0.442822385197495
"355","BRD-K15224350",-0.441799890309969,1,-0.441799890309969,NA,-0.441799890309969
"356","BRD-K49290616",-0.441118227051619,1,-0.441118227051619,NA,-0.441118227051619
"357","BRD-K51877340",-0.440999684080185,1,-0.440999684080185,NA,-0.440999684080185
"358","BRD-K72303429",-0.440266147978681,1,-0.440266147978681,NA,-0.440266147978681
"359","BRD-K79145797",-0.440095732164094,1,-0.440095732164094,NA,-0.440095732164094
"360","BRD-K45322187",-0.439806773378072,1,-0.439806773378072,NA,-0.439806773378072
"361","raltegravir",-0.439398955877856,2,-0.439398955877856,0.364011310238589,-0.439398955877856
"362","BRD-K15475572",-0.439134221137848,4,-0.462046037181753,0.223809306788663,-0.439134221137848
"363","BRD-A30083233",-0.438546876804919,6,-0.459508021999193,0.11124099248745,-0.438546876804919
"364","BRD-K70821460",-0.438273031046783,1,-0.438273031046783,NA,-0.438273031046783
"365","BRD-K54839171",-0.437709910759867,1,-0.437709910759867,NA,-0.437709910759867
"366","BRD-K95647562",-0.437446081366655,1,-0.437446081366655,NA,-0.437446081366655
"367","BRD-K30511626",-0.437401446439931,5,-0.560497614178596,0.252036341944319,-0.437401446439931
"368","BRD-K04922291",-0.437198663316104,1,-0.437198663316104,NA,-0.437198663316104
"369","BRD-K33619512",-0.436909704530083,1,-0.436909704530083,NA,-0.436909704530083
"370","BRD-A68890828",-0.436658905670247,5,-0.50068166325835,0.292840262214001,-0.436658905670247
"371","BRD-K52524742",-0.435546378013382,1,-0.435546378013382,NA,-0.435546378013382
"372","BRD-K56505861",-0.435324089355641,1,-0.435324089355641,NA,-0.435324089355641
"373","triacsin-c",-0.434774630464259,20,-0.543352602776289,0.292765098991236,-0.434774630464259
"374","BRD-K04669648",-0.434472010282703,1,-0.434472010282703,NA,-0.434472010282703
"375","esomeprazole",-0.434012635682094,1,-0.434012635682094,NA,-0.434012635682094
"376","opipramol",-0.433537832310838,1,-0.433537832310838,NA,-0.433537832310838
"377","racecadotril",-0.43315645002173,6,-0.414962508520791,0.3330150445083,-0.43315645002173
"378","BRD-K53187535",-0.433108683766002,1,-0.433108683766002,NA,-0.433108683766002
"379","BRD-K50314382",-0.432767852136827,1,-0.432767852136827,NA,-0.432767852136827
"380","sitagliptin",-0.43251365105932,7,-0.483810497614179,0.308376738233698,-0.43251365105932
"381","BRD-K73517272",-0.432341812600358,2,-0.432341812600358,0.10568041020801,-0.432341812600358
"382","BRD-K51068004",-0.432086188878477,1,-0.432086188878477,NA,-0.432086188878477
"383","actarit",-0.431948140373128,5,-0.490967961826858,0.28887776416779,-0.431948140373128
"384","BRD-A70591769",-0.431838602069874,5,-0.606132608415563,0.401067952683896,-0.431838602069874
"385","BRD-A35153197",-0.431285982648692,1,-0.431285982648692,NA,-0.431285982648692
"386","BRD-K16704189",-0.430970280412326,1,-0.430970280412326,NA,-0.430970280412326
"387","BRD-K86948282",-0.430963373055771,2,-0.430963373055771,0.375992565573713,-0.430963373055771
"388","epirizole",-0.430592102670929,5,-0.582822085889571,0.25754309462933,-0.430592102670929
"389","BRD-K99839793",-0.429959100204499,1,-0.429959100204499,NA,-0.429959100204499
"390","BRD-K88735704",-0.429861744273036,6,-0.574112657309349,0.336023035565903,-0.429861744273036
"391","methyl-everninic-acid",-0.428766189502386,1,-0.428766189502386,NA,-0.428766189502386
"392","BAS-02859604",-0.427895888393194,2,-0.427895888393194,0.0790236589934997,-0.427895888393194
"393","BRD-K98758861",-0.426973714440849,1,-0.426973714440849,NA,-0.426973714440849
"394","orteronel",-0.426964257301579,27,-0.526548423003157,0.265750734881738,-0.426964257301579
"395","BRD-K88542532",-0.426850243564503,5,-0.510870168061098,0.252319848444198,-0.426850243564503
"396","BRD-K66533845",-0.426803298626261,1,-0.426803298626261,NA,-0.426803298626261
"397","GW-311616",-0.426617769783787,2,-0.426617769783787,0.119391888662466,-0.426617769783787
"398","BRD-K64024097",-0.426555812603555,17,-0.452024839185225,0.282382995355042,-0.426555812603555
"399","BRD-K51643793",-0.426462466997086,1,-0.426462466997086,NA,-0.426462466997086
"400","BRD-K93525097",-0.426121635367911,1,-0.426121635367911,NA,-0.426121635367911
"401","aspirin",-0.426003092396477,1,-0.426003092396477,NA,-0.426003092396477
"402","BRD-K06651637",-0.425610387924148,1,-0.425610387924148,NA,-0.425610387924148
"403","BRD-K29528387",-0.425269556294973,1,-0.425269556294973,NA,-0.425269556294973
"404","BRD-K15440898",-0.425151013323539,1,-0.425151013323539,NA,-0.425151013323539
"405","BRD-K99465084",-0.424846625766871,1,-0.424846625766871,NA,-0.424846625766871
"406","BRD-K90234489",-0.424505794137696,2,-0.424505794137696,0.100016807836542,-0.424505794137696
"407","BRD-K96752129",-0.424164962508521,2,-0.424164962508521,0.501289060963878,-0.424164962508521
"408","BRD-K23802982",-0.423865180328809,4,-0.426336209640329,0.196369529287238,-0.423865180328809
"409","BRD-K05710256",-0.423394982334509,1,-0.423394982334509,NA,-0.423394982334509
"410","BRD-A42994615",-0.422972051806408,1,-0.422972051806408,NA,-0.422972051806408
"411","VU-0400071-3",-0.422935607733899,3,-0.502008545702543,0.185875771795826,-0.422935607733899
"412","BRD-K36353158",-0.422883734890747,1,-0.422883734890747,NA,-0.422883734890747
"413","BRD-K94346523",-0.422713319076159,1,-0.422713319076159,NA,-0.422713319076159
"414","WAY-629",-0.422631220177233,1,-0.422631220177233,NA,-0.422631220177233
"415","neostigmine",-0.422460804362645,1,-0.422460804362645,NA,-0.422460804362645
"416","BRD-K43396185",-0.422202071632396,1,-0.422202071632396,NA,-0.422202071632396
"417","BRD-K01284917",-0.421861240003221,1,-0.421861240003221,NA,-0.421861240003221
"418","brinzolamide",-0.421754845055956,3,-0.549554557972482,0.38517581414047,-0.421754845055956
"419","BRD-K44890352",-0.421690824188633,1,-0.421690824188633,NA,-0.421690824188633
"420","loreclezole",-0.421613653194618,5,-0.577673167379435,0.464914892878527,-0.421613653194618
"421","BRD-K31705167",-0.421009160930283,1,-0.421009160930283,NA,-0.421009160930283
"422","methyl-hydantoin",-0.42039759255134,2,-0.42039759255134,0.305808758208408,-0.42039759255134
"423","acetohydroxamic-acid",-0.420269780690399,4,-0.547972051806408,0.348926920893412,-0.420269780690399
"424","BRD-K00799745",-0.420051103582315,2,-0.420051103582315,0.298827632564403,-0.420051103582315
"425","BRD-K07807999",-0.419722836649545,1,-0.419722836649545,NA,-0.419722836649545
"426","BRD-K75291656",-0.419645834413582,1,-0.419645834413582,NA,-0.419645834413582
"427","SD-169",-0.419442083534854,2,-0.419442083534854,0.153640277098304,-0.419442083534854
"428","BRD-K35514965",-0.419271667720267,2,-0.419271667720267,0.124719754350388,-0.419271667720267
"429","BRD-K38965110",-0.418282507896882,1,-0.418282507896882,NA,-0.418282507896882
"430","BRD-K44387261",-0.417941676267706,1,-0.417941676267706,NA,-0.417941676267706
"431","BRD-K63305270",-0.41785957736878,1,-0.41785957736878,NA,-0.41785957736878
"432","SA-427069",-0.416702058776281,2,-0.416702058776281,0.162743993831928,-0.416702058776281
"433","BRD-K80313395",-0.416655351986968,1,-0.416655351986968,NA,-0.416655351986968
"434","BRD-K14395638",-0.416642370618328,3,-0.560290754291501,0.347246885385549,-0.416642370618328
"435","BRD-K80741006",-0.416484936172381,1,-0.416484936172381,NA,-0.416484936172381
"436","BRD-K28774715",-0.416179801140297,4,-0.456507523207656,0.355386349120912,-0.416179801140297
"437","BRD-K45571747",-0.415726270678068,1,-0.415726270678068,NA,-0.415726270678068
"438","BRD-K56219224",-0.415215023234305,1,-0.415215023234305,NA,-0.415215023234305
"439","BRD-K11932360",-0.414703775790542,1,-0.414703775790542,NA,-0.414703775790542
"440","BRD-K03486902",-0.414533359975954,1,-0.414533359975954,NA,-0.414533359975954
"441","BRD-K42960120",-0.414269530582742,1,-0.414269530582742,NA,-0.414269530582742
"442","BRD-K11260407",-0.41368685386384,5,-0.425869120654397,0.269896534462425,-0.41368685386384
"443","BRD-K82803470",-0.413417451509804,1,-0.413417451509804,NA,-0.413417451509804
"444","BRD-K39805076",-0.413076619880629,1,-0.413076619880629,NA,-0.413076619880629
"445","NSC-119889",-0.41291751874574,1,-0.41291751874574,NA,-0.41291751874574
"446","oxetacaine",-0.412576687116564,1,-0.412576687116564,NA,-0.412576687116564
"447","BRD-K40483165",-0.412317954386316,1,-0.412317954386316,NA,-0.412317954386316
"448","BRD-K44568925",-0.411977122757141,1,-0.411977122757141,NA,-0.411977122757141
"449","BRD-K66426634",-0.411557272169608,8,-0.622936788188695,0.390156708689577,-0.411557272169608
"450","BRD-K29144516",-0.411554192229039,1,-0.411554192229039,NA,-0.411554192229039
"451","BRD-K24272049",-0.411125043684203,1,-0.411125043684203,NA,-0.411125043684203
"452","BRD-K63157607",-0.411042944785276,1,-0.411042944785276,NA,-0.411042944785276
"453","BRD-K90970920",-0.410986995178854,5,-0.469970372560076,0.28674209769481,-0.410986995178854
"454","BRD-K57480017",-0.410933406482022,5,-0.483128834355828,0.318009476210297,-0.410933406482022
"455","BRD-K32916048",-0.41086121429099,1,-0.41086121429099,NA,-0.41086121429099
"456","SD-6-035-A4",-0.410178717688169,3,-0.384080802007929,0.289652734367381,-0.410178717688169
"457","MK-1775",-0.409713789718613,62,-0.44986130643874,0.488605452444201,-0.409713789718613
"458","BRD-K90430314",-0.409192752742206,8,-0.384458077709611,0.182862499235363,-0.409192752742206
"459","BRD-K38493271",-0.409157056145114,1,-0.409157056145114,NA,-0.409157056145114
"460","BRD-A43188678",-0.408429902294933,3,-0.620483980913429,0.391290086505038,-0.408429902294933
"461","BRD-K64099269",-0.4084284950241,5,-0.322560692941807,0.174351851042046,-0.4084284950241
"462","BRD-K43149678",-0.408336652950896,3,-0.4009519676521,0.322830905183937,-0.408336652950896
"463","BRD-K90410459",-0.408304977072176,1,-0.408304977072176,NA,-0.408304977072176
"464","BRD-K00991320",-0.407452897999238,1,-0.407452897999238,NA,-0.407452897999238
"465","BRD-K07912534",-0.407375895763276,1,-0.407375895763276,NA,-0.407375895763276
"466","methantheline",-0.40728164884018,3,-0.407634628493524,0.301313537291511,-0.40728164884018
"467","QX-314",-0.407211052909511,5,-0.412406271301977,0.217027445714361,-0.407211052909511
"468","BRD-K88934376",-0.406182985061162,1,-0.406182985061162,NA,-0.406182985061162
"469","BRD-K18074178",-0.405537923746699,4,-0.410787321063394,0.186690624306477,-0.405537923746699
"470","BRD-K46562045",-0.405501321802812,1,-0.405501321802812,NA,-0.405501321802812
"471","BRD-K72837898",-0.405330905988224,1,-0.405330905988224,NA,-0.405330905988224
"472","BRD-K99311962",-0.405060169238456,2,-0.405060169238456,0.231097407776291,-0.405060169238456
"473","BRD-K82014438",-0.404896660780424,1,-0.404896660780424,NA,-0.404896660780424
"474","BRD-K73334721",-0.404871531387615,1,-0.404871531387615,NA,-0.404871531387615
"475","BRD-K73006286",-0.404819658544462,1,-0.404819658544462,NA,-0.404819658544462
"476","BRD-K30958640",-0.404770068868726,3,-0.542908341203566,0.282833425684402,-0.404770068868726
"477","5-methoxytryptamine",-0.40453069975844,1,-0.40453069975844,NA,-0.40453069975844
"478","BRD-A37656721",-0.403917989795788,3,-0.408620679308542,0.359192640560584,-0.403917989795788
"479","KU-C104139",-0.40384903650009,1,-0.40384903650009,NA,-0.40384903650009
"480","noreleagnine",-0.403782050629049,4,-0.427914110429448,0.0819105278912927,-0.403782050629049
"481","BRD-K08174547",-0.403337789056327,1,-0.403337789056327,NA,-0.403337789056327
"482","BRD-M09121311",-0.402433837140235,1,-0.402433837140235,NA,-0.402433837140235
"483","BRD-K62455331",-0.402263421325648,1,-0.402263421325648,NA,-0.402263421325648
"484","BRD-K21009077",-0.401718838817744,2,-0.401718838817744,0.40307978579908,-0.401718838817744
"485","BRD-K94304934",-0.401463215095863,4,-0.346589322798658,0.491649241132616,-0.401463215095863
"486","enevalproate",-0.401191336762387,3,-0.496043992191978,0.228928555853572,-0.401191336762387
"487","BRD-K04465546",-0.401070510623535,1,-0.401070510623535,NA,-0.401070510623535
"488","taurodeoxycholic-acid",-0.400925173303684,5,-0.569834039908406,0.395486903562405,-0.400925173303684
"489","BRD-K41139858",-0.400729678994359,1,-0.400729678994359,NA,-0.400729678994359
"490","BRD-K24734706",-0.400559263179772,1,-0.400559263179772,NA,-0.400559263179772
"491","BRD-K91600270",-0.400465016256676,3,-0.556237218813906,0.347765339738158,-0.400465016256676
"492","BRD-K26309991",-0.400048015736009,1,-0.400048015736009,NA,-0.400048015736009
"493","BRD-K79367177",-0.400048015736009,1,-0.400048015736009,NA,-0.400048015736009
"494","BRD-K75641083",-0.399844264857281,2,-0.399844264857281,0.244016910685542,-0.399844264857281
"495","BRD-A35769934",-0.3995886411354,1,-0.3995886411354,NA,-0.3995886411354
"496","BRD-K55137639",-0.399113837764144,1,-0.399113837764144,NA,-0.399113837764144
"497","pentoxyverine",-0.399010407820597,2,-0.399010407820597,0.307426826225529,-0.399010407820597
"498","BRD-K44931544",-0.398975931172748,3,-0.520413453678004,0.272774841837618,-0.398975931172748
"499","BRD-K41006959",-0.398660465173295,4,-0.480706568879094,0.254953426275057,-0.398660465173295
"500","BRD-K61404768",-0.398173441775546,1,-0.398173441775546,NA,-0.398173441775546
"501","BRD-K39768328",-0.397739196567745,1,-0.397739196567745,NA,-0.397739196567745
"502","norketamine",-0.396709794323664,2,-0.396709794323664,0.567298484720815,-0.396709794323664
"503","BRD-K56473018",-0.396691572287411,1,-0.396691572287411,NA,-0.396691572287411
"504","BRD-K10054282",-0.396639699444257,1,-0.396639699444257,NA,-0.396639699444257
"505","trehalose",-0.396472392638037,2,-0.396472392638037,0.525751003121491,-0.396472392638037
"506","hydroquinine",-0.396198546879901,2,-0.396198546879901,0.306049762564641,-0.396198546879901
"507","BRD-K62732905",-0.395996537303888,2,-0.395996537303888,0.0551355487740569,-0.395996537303888
"508","BRD-K76512739",-0.395839493214472,2,-0.395839493214472,0.497914999976621,-0.395839493214472
"509","BRD-K07850148",-0.395825560690248,7,-0.513767236909088,0.275155675276586,-0.395825560690248
"510","BRD-K85158753",-0.395787620371319,1,-0.395787620371319,NA,-0.395787620371319
